Stor. Bin,WhN,Typ,Sec,BT,Empty,Group No,Group Name
026W-5S-23,WHC,TCG,026,S,X,5,ترانزيت
026X-2S-24,WHC,TCG,026,S,X,5,ترانزيت
026Y-5S-25,WHC,TCG,026,S,X,5,ترانزيت
026Z-4S-05,WHC,TCG,026,S,X,5,ترانزيت
026Z-4S-26,WHC,TCG,026,S,X,5,ترانزيت
026Z-5S-26,WHC,TCG,026,S,X,5,ترانزيت
027A-5S-01,WHC,TCG,027,S,X,6,شاور
027B-5S-02,WHC,TCG,027,S,X,6,شاور
027C-5S-03,WHC,TCG,027,S,X,6,شاور
027E-2S-05,WHC,TCG,027,S,X,6,شاور
027E-5S-05,WHC,TCG,027,S,X,6,شاور
027F-5S-06,WHC,TCG,027,S,X,6,شاور
027G-4S-07,WHC,TCG,027,S,X,6,شاور
027G-5S-07,WHC,TCG,027,S,X,6,شاور
027H-1S-08,WHC,TCG,027,S,X,6,شاور
027H-2S-08,WHC,TCG,027,S,X,6,شاور
027H-5S-08,WHC,TCG,027,S,X,6,شاور
027I-2S-09,WHC,TCG,027,S,X,6,شاور
027K-5S-11,WHC,TCG,027,S,X,6,شاور
027L-1S-12,WHC,TCG,027,S,X,6,شاور
027L-5S-12,WHC,TCG,027,S,X,6,شاور
027M-5S-13,WHC,TCG,027,S,X,6,شاور
027N-5S-14,WHC,TCG,027,S,X,6,شاور
028A-1S-01,WHC,TCG,028,S,X,6,شاور
028A-3S-01,WHC,TCG,028,S,X,6,شاور
028A-5S-01,WHC,TCG,028,S,X,6,شاور
028B-5S-02,WHC,TCG,028,S,X,6,شاور
028C-1S-03,WHC,TCG,028,S,X,6,شاور
028C-3S-03,WHC,TCG,028,S,X,6,شاور
028C-4S-03,WHC,TCG,028,S,X,6,شاور
028C-5S-03,WHC,TCG,028,S,X,6,شاور
028D-5S-04,WHC,TCG,028,S,X,6,شاور
028E-1S-05,WHC,TCG,028,S,X,6,شاور
028E-2S-05,WHC,TCG,028,S,X,6,شاور
028E-5S-05,WHC,TCG,028,S,X,6,شاور
028F-1S-06,WHC,TCG,028,S,X,6,شاور
028F-5S-06,WHC,TCG,028,S,X,6,شاور
028G-5S-07,WHC,TCG,028,S,X,6,شاور
028H-5S-08,WHC,TCG,028,S,X,6,شاور
028I-5S-09,WHC,TCG,028,S,X,6,شاور
028K-5S-11,WHC,TCG,028,S,X,6,شاور
028L-5S-12,WHC,TCG,028,S,X,6,شاور
028N-5S-14,WHC,TCG,028,S,X,6,شاور
028O-1S-15,WHC,TCG,028,S,X,6,شاور
028O-5S-15,WHC,TCG,028,S,X,6,شاور
028P-1S-16,WHC,TCG,028,S,X,6,شاور
028P-4S-16,WHC,TCG,028,S,X,6,شاور
028Q-1S-17,WHC,TCG,028,S,X,6,شاور
028Q-2S-17,WHC,TCG,028,S,X,6,شاور
028Q-5S-17,WHC,TCG,028,S,X,6,شاور
028R-1S-18,WHC,TCG,028,S,X,6,شاور
028R-2S-18,WHC,TCG,028,S,X,6,شاور
028R-5S-18,WHC,TCG,028,S,X,6,شاور
028S-1S-19,WHC,TCG,028,S,X,6,شاور
028S-5S-19,WHC,TCG,028,S,X,6,شاور
028T-3S-20,WHC,TCG,028,S,X,6,شاور
028U-5S-21,WHC,TCG,028,S,X,6,شاور
028V-5S-22,WHC,TCG,028,S,X,6,شاور
028W-1S-23,WHC,TCG,028,S,X,6,شاور
028W-5S-23,WHC,TCG,028,S,X,6,شاور
028X-5S-24,WHC,TCG,028,S,X,6,شاور
029A-1S-01,WHC,TCG,029,S,X,6,شاور
029A-5S-01,WHC,TCG,029,S,X,6,شاور
029B-5S-02,WHC,TCG,029,S,X,6,شاور
029C-5S-03,WHC,TCG,029,S,X,6,شاور
029D-2S-04,WHC,TCG,029,S,X,6,شاور
029D-5S-04,WHC,TCG,029,S,X,6,شاور
029E-3S-05,WHC,TCG,029,S,X,6,شاور
029E-5S-05,WHC,TCG,029,S,X,6,شاور
029F-1S-06,WHC,TCG,029,S,X,6,شاور
029F-4S-06,WHC,TCG,029,S,X,6,شاور
029F-5S-06,WHC,TCG,029,S,X,6,شاور
029G-1S-07,WHC,TCG,029,S,X,6,شاور
029G-2S-07,WHC,TCG,029,S,X,6,شاور
029G-4S-07,WHC,TCG,029,S,X,6,شاور
029G-5S-07,WHC,TCG,029,S,X,6,شاور
029H-1S-08,WHC,TCG,029,S,X,6,شاور
029H-5S-08,WHC,TCG,029,S,X,6,شاور
029I-1S-09,WHC,TCG,029,S,X,6,شاور
029I-5S-09,WHC,TCG,029,S,X,6,شاور
029J-5S-10,WHC,TCG,029,S,X,6,شاور
029K-4S-11,WHC,TCG,029,S,X,6,شاور
029K-5S-11,WHC,TCG,029,S,X,6,شاور
029L-5S-12,WHC,TCG,029,S,X,6,شاور
029M-5S-13,WHC,TCG,029,S,X,6,شاور
029N-1S-14,WHC,TCG,029,S,X,6,شاور
029N-5S-14,WHC,TCG,029,S,X,6,شاور
029O-1S-15,WHC,TCG,029,S,X,6,شاور
029O-2S-15,WHC,TCG,029,S,X,6,شاور
029O-5S-15,WHC,TCG,029,S,X,6,شاور
029P-1S-16,WHC,TCG,029,S,X,6,شاور
029P-2S-16,WHC,TCG,029,S,X,6,شاور
029P-5S-16,WHC,TCG,029,S,X,6,شاور
029Q-1S-17,WHC,TCG,029,S,X,6,شاور
029Q-2S-17,WHC,TCG,029,S,X,6,شاور
029Q-3S-17,WHC,TCG,029,S,X,6,شاور
029Q-4S-17,WHC,TCG,029,S,X,6,شاور
029Q-5S-17,WHC,TCG,029,S,X,6,شاور
G029,WHC,TCG,029,P,X,6,شاور
030A-2S-01,WHC,TCG,030,S,X,6,شاور
030A-3S-01,WHC,TCG,030,S,X,6,شاور
030A-5S-01,WHC,TCG,030,S,X,6,شاور
030B-1S-02,WHC,TCG,030,S,X,6,شاور
030C-1S-03,WHC,TCG,030,S,X,6,شاور
030C-4S-03,WHC,TCG,030,S,X,6,شاور
030C-5S-03,WHC,TCG,030,S,X,6,شاور
030D-5S-04,WHC,TCG,030,S,X,6,شاور
030E-2S-05,WHC,TCG,030,S,X,6,شاور
030E-5S-05,WHC,TCG,030,S,X,6,شاور
030F-5S-06,WHC,TCG,030,S,X,6,شاور
030G-1S-07,WHC,TCG,030,S,X,6,شاور
030G-4S-07,WHC,TCG,030,S,X,6,شاور
030G-5S-07,WHC,TCG,030,S,X,6,شاور
030I-1S-09,WHC,TCG,030,S,X,6,شاور
030I-2S-09,WHC,TCG,030,S,X,6,شاور
030I-4S-09,WHC,TCG,030,S,X,6,شاور
030I-5S-09,WHC,TCG,030,S,X,6,شاور
030J-3S-10,WHC,TCG,030,S,X,6,شاور
030J-5S-10,WHC,TCG,030,S,X,6,شاور
030K-2S-11,WHC,TCG,030,S,X,6,شاور
030K-4S-11,WHC,TCG,030,S,X,6,شاور
030K-5S-11,WHC,TCG,030,S,X,6,شاور
030L-1S-12,WHC,TCG,030,S,X,6,شاور
030L-5S-12,WHC,TCG,030,S,X,6,شاور
030M-1S-13,WHC,TCG,030,S,X,6,شاور
030M-2S-13,WHC,TCG,030,S,X,6,شاور
030M-3S-13,WHC,TCG,030,S,X,6,شاور
030M-5S-13,WHC,TCG,030,S,X,6,شاور
030N-1S-14,WHC,TCG,030,S,X,6,شاور
030N-4S-14,WHC,TCG,030,S,X,6,شاور
030N-5S-14,WHC,TCG,030,S,X,6,شاور
030O-1S-15,WHC,TCG,030,S,X,6,شاور
030P-1S-16,WHC,TCG,030,S,X,6,شاور
030P-3S-16,WHC,TCG,030,S,X,6,شاور
030P-4S-16,WHC,TCG,030,S,X,6,شاور
030P-5S-16,WHC,TCG,030,S,X,6,شاور
030Q-5S-17,WHC,TCG,030,S,X,6,شاور
030R-5S-18,WHC,TCG,030,S,X,6,شاور
030S-5S-19,WHC,TCG,030,S,X,6,شاور
030T-4S-20,WHC,TCG,030,S,X,6,شاور
030T-5S-20,WHC,TCG,030,S,X,6,شاور
030U-1S-21,WHC,TCG,030,S,X,6,شاور
030U-2S-21,WHC,TCG,030,S,X,6,شاور
030V-2S-22,WHC,TCG,030,S,X,6,شاور
030V-5S-22,WHC,TCG,030,S,X,6,شاور
030W-1S-23,WHC,TCG,030,S,X,6,شاور
030W-5S-23,WHC,TCG,030,S,X,6,شاور
030X-1S-24,WHC,TCG,030,S,X,6,شاور
030X-5S-24,WHC,TCG,030,S,X,6,شاور
030Y-1S-25,WHC,TCG,030,S,X,6,شاور
030Y-2S-25,WHC,TCG,030,S,X,6,شاور
030Y-5S-25,WHC,TCG,030,S,X,6,شاور
030Z-1S-26,WHC,TCG,030,S,X,6,شاور
030Z-2S-26,WHC,TCG,030,S,X,6,شاور
030Z-3S-26,WHC,TCG,030,S,X,6,شاور
030Z-4S-26,WHC,TCG,030,S,X,6,شاور
030Z-5S-26,WHC,TCG,030,S,X,6,شاور
30AA-1S-27,WHC,TCG,030,S,X,6,شاور
30AA-2S-27,WHC,TCG,030,S,X,6,شاور
30AA-3S-27,WHC,TCG,030,S,X,6,شاور
30AA-4S-27,WHC,TCG,030,S,X,6,شاور
30AA-5S-27,WHC,TCG,030,S,X,6,شاور
031A-1S-01,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031A-2S-01,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031A-5S-01,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031B-1S-02,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031B-5S-02,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031C-1S-03,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031C-5S-03,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031D-2S-04,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031D-3S-04,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031D-5S-04,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031E-1S-05,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031E-5S-05,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031F-1S-06,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031F-2S-06,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031F-5S-06,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031G-1S-07,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031G-2S-07,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031G-3S-07,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031G-4S-07,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031G-5S-07,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
031H-1S-08,WHC,TCG,031,S,X,5 // 1,تساتر وهدايا / ترانزيت
